                            [          readwrite_IOPS][             read_kB_sec][              write_IOPS][               rw_kB_sec][               read_IOPS][            write_kB_sec][        read_95th_lat_us][       write_95th_lat_us]
                            [    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1]
                            [     ratio->       0.97x][     ratio->       0.98x][     ratio->       0.97x][     ratio->       0.97x][     ratio->       0.98x][     ratio->       0.97x][     ratio->       1.08x][     ratio->       0.86x]
              write-16384KiB[       104.9       140.6][         0.0         0.0][       104.9       140.6][   1718452.3   2303147.5][         0.0         0.0][   1718452.3   2303147.5][         0.0         0.0][  28883353.6  20503347.2]
                            [     ratio->       1.34x][     ratio->            ][     ratio->       1.34x][     ratio->       1.34x][     ratio->            ][     ratio->       1.34x][     ratio->            ][     ratio->       0.71x]
          randwrite-16384KiB[         9.6         9.3][         0.0         0.0][         9.6         9.3][    158170.9    152021.8][         0.0         0.0][    158170.9    152021.8][         0.0         0.0][ 201126707.2 202404659.2]
                            [     ratio->       0.97x][     ratio->            ][     ratio->       0.97x][     ratio->       0.96x][     ratio->            ][     ratio->       0.96x][     ratio->            ][     ratio->       1.01x]
                write-256KiB[     13280.5     13298.1][         0.0         0.0][     13280.5     13298.1][   3399820.9   3404303.1][         0.0         0.0][   3399820.9   3404303.1][         0.0         0.0][     79718.4     77446.4]
                            [     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ][     ratio->       0.97x]
            randread-1024KiB[       172.9       164.3][    177040.7    168224.4][         0.0         0.0][    177040.7    168224.4][       172.9       164.3][         0.0         0.0][  15000780.8  15066316.8][         0.0         0.0]
                            [     ratio->       0.95x][     ratio->       0.95x][     ratio->            ][     ratio->       0.95x][     ratio->       0.95x][     ratio->            ][     ratio->       1.00x][     ratio->            ]
             randwrite-64KiB[       651.1       580.9][         0.0         0.0][       651.1       580.9][     41669.7     37177.9][         0.0         0.0][     41669.7     37177.9][         0.0         0.0][   1982976.0   2156595.2]
                            [     ratio->       0.89x][     ratio->            ][     ratio->       0.89x][     ratio->       0.89x][     ratio->            ][     ratio->       0.89x][     ratio->            ][     ratio->       1.09x]
               randread-4KiB[       962.8       872.9][      3851.3      3491.8][         0.0         0.0][      3851.3      3491.8][       962.8       872.9][         0.0         0.0][   3963187.2   4160921.6][         0.0         0.0]
                            [     ratio->       0.91x][     ratio->       0.91x][     ratio->            ][     ratio->       0.91x][     ratio->       0.91x][     ratio->            ][     ratio->       1.05x][     ratio->            ]
                 write-64KiB[     37932.4     51239.6][         0.0         0.0][     37932.4     51239.6][   2427672.5   3279336.1][         0.0         0.0][   2427672.5   3279336.1][         0.0         0.0][     25128.0     22764.8]
                            [     ratio->       1.35x][     ratio->            ][     ratio->       1.35x][     ratio->       1.35x][     ratio->            ][     ratio->       1.35x][     ratio->            ][     ratio->       0.91x]
                 read-256KiB[      2702.5      1883.7][    691835.8    482214.5][         0.0         0.0][    691835.8    482214.5][      2702.5      1883.7][         0.0         0.0][    576787.2   3481524.8][         0.0         0.0]
                            [     ratio->       0.70x][     ratio->       0.70x][     ratio->            ][     ratio->       0.70x][     ratio->       0.70x][     ratio->            ][     ratio->       6.04x][     ratio->            ]
                   read-4KiB[     80348.6     40002.3][    321394.3    160009.0][         0.0         0.0][    321394.3    160009.0][     80348.6     40002.3][         0.0         0.0][     24560.0    106278.4][         0.0         0.0]
                            [     ratio->       0.50x][     ratio->       0.50x][     ratio->            ][     ratio->       0.50x][     ratio->       0.50x][     ratio->            ][     ratio->       4.33x][     ratio->            ]
                read-1024KiB[       569.6       260.9][    583292.6    267132.2][         0.0         0.0][    583292.6    267132.2][       569.6       260.9][         0.0         0.0][  10039705.6  27510579.2][         0.0         0.0]
                            [     ratio->       0.46x][     ratio->       0.46x][     ratio->            ][     ratio->       0.46x][     ratio->       0.46x][     ratio->            ][     ratio->       2.74x][     ratio->            ]
             randwrite-16KiB[       835.3       828.6][         0.0         0.0][       835.3       828.6][     13364.5     13258.1][         0.0         0.0][     13364.5     13258.1][         0.0         0.0][   1637478.4   1612800.0]
                            [     ratio->       0.99x][     ratio->            ][     ratio->       0.99x][     ratio->       0.99x][     ratio->            ][     ratio->       0.99x][     ratio->            ][     ratio->       0.98x]
              randrw-1024KiB[        99.5        99.7][     50289.6     50369.9][        50.4        50.5][    101875.6    102088.6][        49.1        49.2][     51586.1     51718.7][  63198003.2  63111987.2][  46315724.8  43872665.6]
                            [     ratio->       1.00x][     ratio->       1.00x][     ratio->       1.00x][     ratio->       1.00x][     ratio->       1.00x][     ratio->       1.00x][     ratio->       1.00x][     ratio->       0.95x]
                 randrw-4KiB[       813.2       792.9][      1709.4      1671.8][       385.9       374.9][      3253.1      3171.4][       427.3       418.0][      1543.7      1499.7][   7163289.6   7668121.6][      3989.4      4139.6]
                            [     ratio->       0.98x][     ratio->       0.98x][     ratio->       0.97x][     ratio->       0.97x][     ratio->       0.98x][     ratio->       0.97x][     ratio->       1.07x][     ratio->       1.04x]
                 write-16KiB[     59038.9     83919.9][         0.0         0.0][     59038.9     83919.9][    944623.0   1342718.6][         0.0         0.0][    944623.0   1342718.6][         0.0         0.0][     22617.6     17102.8]
                            [     ratio->       1.42x][     ratio->            ][     ratio->       1.42x][     ratio->       1.42x][     ratio->            ][     ratio->       1.42x][     ratio->            ][     ratio->       0.76x]
            randread-4096KiB[        49.6        43.7][    203160.5    178905.9][         0.0         0.0][    203160.5    178905.9][        49.6        43.7][         0.0         0.0][  41733324.8  39870464.0][         0.0         0.0]
                            [     ratio->       0.88x][     ratio->       0.88x][     ratio->            ][     ratio->       0.88x][     ratio->       0.88x][     ratio->            ][     ratio->       0.96x][     ratio->            ]
           randwrite-4096KiB[        27.2        28.2][         0.0         0.0][        27.2        28.2][    111577.8    115401.9][         0.0         0.0][    111577.8    115401.9][         0.0         0.0][ 138004070.4 138411212.8]
                            [     ratio->       1.04x][     ratio->            ][     ratio->       1.04x][     ratio->       1.03x][     ratio->            ][     ratio->       1.03x][     ratio->            ][     ratio->       1.00x]
                read-4096KiB[       119.6        79.1][    489798.4    324130.8][         0.0         0.0][    489798.4    324130.8][       119.6        79.1][         0.0         0.0][  21408153.6  30892032.0][         0.0         0.0]
                            [     ratio->       0.66x][     ratio->       0.66x][     ratio->            ][     ratio->       0.66x][     ratio->       0.66x][     ratio->            ][     ratio->       1.44x][     ratio->            ]
               write-1024KiB[      3338.9      3338.4][         0.0         0.0][      3338.9      3338.4][   3419015.5   3418521.9][         0.0         0.0][   3419015.5   3418521.9][         0.0         0.0][    307840.0    306457.6]
                            [     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x]
            randwrite-256KiB[       286.2       274.4][         0.0         0.0][       286.2       274.4][     73274.4     70241.4][         0.0         0.0][     73274.4     70241.4][         0.0         0.0][   9888972.8  10232627.2]
                            [     ratio->       0.96x][     ratio->            ][     ratio->       0.96x][     ratio->       0.96x][     ratio->            ][     ratio->       0.96x][     ratio->            ][     ratio->       1.03x]
                  read-16KiB[     30373.5     14680.5][    485976.0    234887.5][         0.0         0.0][    485976.0    234887.5][     30373.5     14680.5][         0.0         0.0][     55148.8    222649.6][         0.0         0.0]
                            [     ratio->       0.48x][     ratio->       0.48x][     ratio->            ][     ratio->       0.48x][     ratio->       0.48x][     ratio->            ][     ratio->       4.04x][     ratio->            ]
             randread-256KiB[       454.9       430.6][    116441.9    110233.3][         0.0         0.0][    116441.9    110233.3][       454.9       430.6][         0.0         0.0][   8518041.6   8709529.6][         0.0         0.0]
                            [     ratio->       0.95x][     ratio->       0.95x][     ratio->            ][     ratio->       0.95x][     ratio->       0.95x][     ratio->            ][     ratio->       1.02x][     ratio->            ]
           RATIO GEO_MEAN-->[       1.00x       0.91x][       1.00x       0.88x][       1.00x       0.80x][       1.00x       1.05x][       1.00x       0.91x][       1.00x       0.80x][       1.00x       1.05x][       1.00x       1.39x]
