                            [          readwrite_IOPS][             read_kB_sec][              write_IOPS][               rw_kB_sec][               read_IOPS][            write_kB_sec][        read_95th_lat_us][       write_95th_lat_us]
                            [    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1]
                            [     ratio->       0.96x][     ratio->       0.96x][     ratio->       0.96x][     ratio->       0.96x][     ratio->       0.96x][     ratio->       0.96x][     ratio->       1.07x][     ratio->       1.03x]
              randwrite-4KiB[      1008.2      1015.4][         0.0         0.0][      1008.2      1015.4][      4032.7      4061.5][         0.0         0.0][      4032.7      4061.5][         0.0         0.0][   1597235.2   1662259.2]
                            [     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->            ][     ratio->       1.04x]
                  read-64KiB[     10285.6      4870.3][    658277.8    311698.5][         0.0         0.0][    658277.8    311698.5][     10285.6      4870.3][         0.0         0.0][    269644.8    398028.8][         0.0         0.0]
                            [     ratio->       0.47x][     ratio->       0.47x][     ratio->            ][     ratio->       0.47x][     ratio->       0.47x][     ratio->            ][     ratio->       1.48x][     ratio->            ]
           randwrite-4096KiB[        26.0        26.2][         0.0         0.0][        26.0        26.2][    106582.4    107243.3][         0.0         0.0][    106582.4    107243.3][         0.0         0.0][  80896000.0  81317068.8]
                            [     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->            ][     ratio->       1.01x]
            randread-4096KiB[        29.2        27.4][    119804.5    112137.1][         0.0         0.0][    119804.5    112137.1][        29.2        27.4][         0.0         0.0][  65337753.6  66813952.0][         0.0         0.0]
                            [     ratio->       0.94x][     ratio->       0.94x][     ratio->            ][     ratio->       0.94x][     ratio->       0.94x][     ratio->            ][     ratio->       1.02x][     ratio->            ]
                read-4096KiB[       148.8        65.8][    609381.8    269413.6][         0.0         0.0][    609381.8    269413.6][       148.8        65.8][         0.0         0.0][  25567232.0  32245350.4][         0.0         0.0]
                            [     ratio->       0.44x][     ratio->       0.44x][     ratio->            ][     ratio->       0.44x][     ratio->       0.44x][     ratio->            ][     ratio->       1.26x][     ratio->            ]
              randrw-4096KiB[        23.6        22.9][     49125.7     47128.9][        11.6        11.4][     96667.1     93865.0][        12.0        11.5][     47541.5     46736.2][ 118982246.4 125578444.8][  71760281.6  69153587.2]
                            [     ratio->       0.97x][     ratio->       0.96x][     ratio->       0.98x][     ratio->       0.97x][     ratio->       0.96x][     ratio->       0.98x][     ratio->       1.06x][     ratio->       0.96x]
                randrw-64KiB[       731.4       709.2][     24773.1     24239.6][       344.4       330.4][     46811.6     45388.1][       387.1       378.7][     22038.5     21148.5][   8440217.6   8733081.6][      5171.2      6466.8]
                            [     ratio->       0.97x][     ratio->       0.98x][     ratio->       0.96x][     ratio->       0.97x][     ratio->       0.98x][     ratio->       0.96x][     ratio->       1.03x][     ratio->       1.25x]
           randwrite-1024KiB[        93.9        92.3][         0.0         0.0][        93.9        92.3][     96127.4     94539.8][         0.0         0.0][     96127.4     94539.8][         0.0         0.0][  30797414.4  28393062.4]
                            [     ratio->       0.98x][     ratio->            ][     ratio->       0.98x][     ratio->       0.98x][     ratio->            ][     ratio->       0.98x][     ratio->            ][     ratio->       0.92x]
               write-1024KiB[      1014.8      1303.4][         0.0         0.0][      1014.8      1303.4][   1039195.1   1334706.1][         0.0         0.0][   1039195.1   1334706.1][         0.0         0.0][   3676467.2   2062131.2]
                            [     ratio->       1.28x][     ratio->            ][     ratio->       1.28x][     ratio->       1.28x][     ratio->            ][     ratio->       1.28x][     ratio->            ][     ratio->       0.56x]
               randrw-256KiB[       306.0       288.8][     43034.2     40852.8][       137.9       129.3][     78340.0     73940.6][       168.1       159.6][     35305.8     33087.7][  16522854.4  18058035.2][   3252019.2   1937894.4]
                            [     ratio->       0.94x][     ratio->       0.95x][     ratio->       0.94x][     ratio->       0.94x][     ratio->       0.95x][     ratio->       0.94x][     ratio->       1.09x][     ratio->       0.60x]
            randwrite-256KiB[       324.8       328.9][         0.0         0.0][       324.8       328.9][     83145.2     84196.5][         0.0         0.0][     83145.2     84196.5][         0.0         0.0][   7881318.4   7536230.4]
                            [     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->            ][     ratio->       0.96x]
                write-256KiB[      3278.7      4575.9][         0.0         0.0][      3278.7      4575.9][    839335.2   1171425.7][         0.0         0.0][    839335.2   1171425.7][         0.0         0.0][   1031116.8    501990.4]
                            [     ratio->       1.40x][     ratio->            ][     ratio->       1.40x][     ratio->       1.40x][     ratio->            ][     ratio->       1.40x][     ratio->            ][     ratio->       0.49x]
            randread-1024KiB[       113.3       105.2][    115989.1    107708.5][         0.0         0.0][    115989.1    107708.5][       113.3       105.2][         0.0         0.0][  27561984.0  27175321.6][         0.0         0.0]
                            [     ratio->       0.93x][     ratio->       0.93x][     ratio->            ][     ratio->       0.93x][     ratio->       0.93x][     ratio->            ][     ratio->       0.99x][     ratio->            ]
                  read-16KiB[     32149.7      9046.5][    514395.0    144744.6][         0.0         0.0][    514395.0    144744.6][     32149.7      9046.5][         0.0         0.0][     98182.4    241164.8][         0.0         0.0]
                            [     ratio->       0.28x][     ratio->       0.28x][     ratio->            ][     ratio->       0.28x][     ratio->       0.28x][     ratio->            ][     ratio->       2.46x][     ratio->            ]
             randwrite-64KiB[       919.6       944.0][         0.0         0.0][       919.6       944.0][     58852.7     60415.7][         0.0         0.0][     58852.7     60415.7][         0.0         0.0][   1485414.4   1484697.6]
                            [     ratio->       1.03x][     ratio->            ][     ratio->       1.03x][     ratio->       1.03x][     ratio->            ][     ratio->       1.03x][     ratio->            ][     ratio->       1.00x]
             randread-256KiB[       394.6       368.3][    101011.6     94282.5][         0.0         0.0][    101011.6     94282.5][       394.6       368.3][         0.0         0.0][   9837772.8  10111795.2][         0.0         0.0]
                            [     ratio->       0.93x][     ratio->       0.93x][     ratio->            ][     ratio->       0.93x][     ratio->       0.93x][     ratio->            ][     ratio->       1.03x][     ratio->            ]
               randread-4KiB[       963.8       936.6][      3855.1      3746.5][         0.0         0.0][      3855.1      3746.5][       963.8       936.6][         0.0         0.0][   4074905.6   4076646.4][         0.0         0.0]
                            [     ratio->       0.97x][     ratio->       0.97x][     ratio->            ][     ratio->       0.97x][     ratio->       0.97x][     ratio->            ][     ratio->       1.00x][     ratio->            ]
           RATIO GEO_MEAN-->[       1.00x       0.75x][       1.00x       1.07x][       1.00x       0.73x][       1.00x       0.84x][       1.00x       0.75x][       1.00x       0.73x][       1.00x       0.84x][       1.00x       1.30x]
