                            [          readwrite_IOPS][             read_kB_sec][              write_IOPS][               rw_kB_sec][               read_IOPS][            write_kB_sec][        read_95th_lat_us][       write_95th_lat_us]
                            [    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1]
                            [     ratio->       1.05x][     ratio->            ][     ratio->       1.05x][     ratio->       1.05x][     ratio->            ][     ratio->       1.05x][     ratio->            ][     ratio->       0.81x]
                 read-256KiB[      2518.5      1733.9][    644740.3    443888.8][         0.0         0.0][    644740.3    443888.8][      2518.5      1733.9][         0.0         0.0][   7611008.0   1563313.6][         0.0         0.0]
                            [     ratio->       0.69x][     ratio->       0.69x][     ratio->            ][     ratio->       0.69x][     ratio->       0.69x][     ratio->            ][     ratio->       0.21x][     ratio->            ]
                   read-4KiB[     77849.6     40217.0][    311398.3    160867.8][         0.0         0.0][    311398.3    160867.8][     77849.6     40217.0][         0.0         0.0][     24147.6     83971.2][         0.0         0.0]
                            [     ratio->       0.52x][     ratio->       0.52x][     ratio->            ][     ratio->       0.52x][     ratio->       0.52x][     ratio->            ][     ratio->       3.48x][     ratio->            ]
                read-1024KiB[       473.6       303.4][    484926.8    310720.4][         0.0         0.0][    484926.8    310720.4][       473.6       303.4][         0.0         0.0][  13460070.4  18626252.8][         0.0         0.0]
                            [     ratio->       0.64x][     ratio->       0.64x][     ratio->            ][     ratio->       0.64x][     ratio->       0.64x][     ratio->            ][     ratio->       1.38x][     ratio->            ]
             randwrite-16KiB[       954.8       784.5][         0.0         0.0][       954.8       784.5][     15276.8     12551.6][         0.0         0.0][     15276.8     12551.6][         0.0         0.0][   1358950.4   1182259.2]
                            [     ratio->       0.82x][     ratio->            ][     ratio->       0.82x][     ratio->       0.82x][     ratio->            ][     ratio->       0.82x][     ratio->            ][     ratio->       0.87x]
                 randrw-4KiB[       800.6       780.4][      1696.0      1661.7][       376.6       365.0][      3202.5      3121.7][       424.0       415.4][      1506.5      1460.0][   7352729.6   7720550.4][      3819.4      3814.2]
                            [     ratio->       0.97x][     ratio->       0.98x][     ratio->       0.97x][     ratio->       0.97x][     ratio->       0.98x][     ratio->       0.97x][     ratio->       1.05x][     ratio->       1.00x]
              randrw-1024KiB[       120.1       119.5][     61306.1     60987.5][        60.3        60.0][    123020.1    122410.0][        59.9        59.6][     61714.0     61422.5][  12771328.0  13163724.8][  10922393.6  10796236.8]
                            [     ratio->       1.00x][     ratio->       0.99x][     ratio->       1.00x][     ratio->       1.00x][     ratio->       0.99x][     ratio->       1.00x][     ratio->       1.03x][     ratio->       0.99x]
                 write-16KiB[     83623.9     76705.1][         0.0         0.0][     83623.9     76705.1][   1337982.5   1227282.4][         0.0         0.0][   1337982.5   1227282.4][         0.0         0.0][     16006.8     12353.2]
                            [     ratio->       0.92x][     ratio->            ][     ratio->       0.92x][     ratio->       0.92x][     ratio->            ][     ratio->       0.92x][     ratio->            ][     ratio->       0.77x]
           randwrite-4096KiB[        29.3        29.3][         0.0         0.0][        29.3        29.3][    120049.2    120090.7][         0.0         0.0][    120049.2    120090.7][         0.0         0.0][  66827059.2  54812672.0]
                            [     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ][     ratio->       0.82x]
            randread-4096KiB[        41.6        36.2][    170223.0    148101.8][         0.0         0.0][    170223.0    148101.8][        41.6        36.2][         0.0         0.0][  48385228.8  46497792.0][         0.0         0.0]
                            [     ratio->       0.87x][     ratio->       0.87x][     ratio->            ][     ratio->       0.87x][     ratio->       0.87x][     ratio->            ][     ratio->       0.96x][     ratio->            ]
                read-4096KiB[       146.2        84.9][    598702.9    347911.6][         0.0         0.0][    598702.9    347911.6][       146.2        84.9][         0.0         0.0][  25391104.0  30411161.6][         0.0         0.0]
                            [     ratio->       0.58x][     ratio->       0.58x][     ratio->            ][     ratio->       0.58x][     ratio->       0.58x][     ratio->            ][     ratio->       1.20x][     ratio->            ]
               write-1024KiB[      3212.6      3089.1][         0.0         0.0][      3212.6      3089.1][   3289647.5   3163250.2][         0.0         0.0][   3289647.5   3163250.2][         0.0         0.0][    295552.0    283468.8]
                            [     ratio->       0.96x][     ratio->            ][     ratio->       0.96x][     ratio->       0.96x][     ratio->            ][     ratio->       0.96x][     ratio->            ][     ratio->       0.96x]
            randwrite-256KiB[       331.9       332.6][         0.0         0.0][       331.9       332.6][     84977.8     85158.2][         0.0         0.0][     84977.8     85158.2][         0.0         0.0][   3539353.6   3558400.0]
                            [     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ][     ratio->       1.01x]
                  read-16KiB[     28336.7     12629.5][    453386.7    202072.7][         0.0         0.0][    453386.7    202072.7][     28336.7     12629.5][         0.0         0.0][    110827.2    221747.2][         0.0         0.0]
                            [     ratio->       0.45x][     ratio->       0.45x][     ratio->            ][     ratio->       0.45x][     ratio->       0.45x][     ratio->            ][     ratio->       2.00x][     ratio->            ]
             randread-256KiB[       368.5       358.4][     94342.4     91749.1][         0.0         0.0][     94342.4     91749.1][       368.5       358.4][         0.0         0.0][   9019392.0   9301196.8][         0.0         0.0]
                            [     ratio->       0.97x][     ratio->       0.97x][     ratio->            ][     ratio->       0.97x][     ratio->       0.97x][     ratio->            ][     ratio->       1.03x][     ratio->            ]
           RATIO GEO_MEAN-->[       1.00x       0.89x][       1.00x       0.91x][       1.00x       0.82x][       1.00x       0.99x][       1.00x       0.89x][       1.00x       0.82x][       1.00x       0.99x][       1.00x       1.06x]
