                            [          readwrite_IOPS][             read_kB_sec][              write_IOPS][               rw_kB_sec][               read_IOPS][            write_kB_sec][        read_95th_lat_us][       write_95th_lat_us]
                            [    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1]
                            [     ratio->       1.02x][     ratio->       1.02x][     ratio->       1.02x][     ratio->       1.02x][     ratio->       1.02x][     ratio->       1.02x][     ratio->       0.99x][     ratio->       0.95x]
          randwrite-16384KiB[        53.8        53.9][         0.0         0.0][        53.8        53.9][    881781.6    883032.4][         0.0         0.0][    881781.6    883032.4][         0.0         0.0][   3708211.2   4126617.6]
                            [     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ][     ratio->       1.11x]
                write-256KiB[      4213.0      3949.4][         0.0         0.0][      4213.0      3949.4][   1078539.0   1011038.5][         0.0         0.0][   1078539.0   1011038.5][         0.0         0.0][    292992.0    282726.4]
                            [     ratio->       0.94x][     ratio->            ][     ratio->       0.94x][     ratio->       0.94x][     ratio->            ][     ratio->       0.94x][     ratio->            ][     ratio->       0.96x]
            randread-1024KiB[      2299.1      2303.3][   2354295.7   2358552.9][         0.0         0.0][   2354295.7   2358552.9][      2299.1      2303.3][         0.0         0.0][    481894.4    482278.4][         0.0         0.0]
                            [     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ]
             randwrite-64KiB[     13260.0     14366.8][         0.0         0.0][     13260.0     14366.8][    848642.4    919474.6][         0.0         0.0][    848642.4    919474.6][         0.0         0.0][    128025.6    141632.0]
                            [     ratio->       1.08x][     ratio->            ][     ratio->       1.08x][     ratio->       1.08x][     ratio->            ][     ratio->       1.08x][     ratio->            ][     ratio->       1.11x]
               randread-4KiB[    124224.7    136497.4][    496898.9    545989.7][         0.0         0.0][    496898.9    545989.7][    124224.7    136497.4][         0.0         0.0][     10581.6     10891.2][         0.0         0.0]
                            [     ratio->       1.10x][     ratio->       1.10x][     ratio->            ][     ratio->       1.10x][     ratio->       1.10x][     ratio->            ][     ratio->       1.03x][     ratio->            ]
                 write-64KiB[     16875.0     17153.0][         0.0         0.0][     16875.0     17153.0][   1080002.1   1097793.1][         0.0         0.0][   1080002.1   1097793.1][         0.0         0.0][    159696.0    140364.8]
                            [     ratio->       1.02x][     ratio->            ][     ratio->       1.02x][     ratio->       1.02x][     ratio->            ][     ratio->       1.02x][     ratio->            ][     ratio->       0.88x]
                 read-256KiB[      8495.1      8276.6][   2174747.5   2118821.6][         0.0         0.0][   2174747.5   2118821.6][      8495.1      8276.6][         0.0         0.0][    124268.8    133939.2][         0.0         0.0]
                            [     ratio->       0.97x][     ratio->       0.97x][     ratio->            ][     ratio->       0.97x][     ratio->       0.97x][     ratio->            ][     ratio->       1.08x][     ratio->            ]
                   read-4KiB[    107288.9    143002.7][    429155.8    572010.9][         0.0         0.0][    429155.8    572010.9][    107288.9    143002.7][         0.0         0.0][      8533.6     10679.2][         0.0         0.0]
                            [     ratio->       1.33x][     ratio->       1.33x][     ratio->            ][     ratio->       1.33x][     ratio->       1.33x][     ratio->            ][     ratio->       1.25x][     ratio->            ]
                read-1024KiB[      2344.4      2295.2][   2400705.0   2350286.2][         0.0         0.0][   2400705.0   2350286.2][      2344.4      2295.2][         0.0         0.0][    687846.4    868787.2][         0.0         0.0]
                            [     ratio->       0.98x][     ratio->       0.98x][     ratio->            ][     ratio->       0.98x][     ratio->       0.98x][     ratio->            ][     ratio->       1.26x][     ratio->            ]
             randwrite-16KiB[     59704.5     48529.6][         0.0         0.0][     59704.5     48529.6][    955272.4    776474.0][         0.0         0.0][    955272.4    776474.0][         0.0         0.0][     58425.6     48820.8]
                            [     ratio->       0.81x][     ratio->            ][     ratio->       0.81x][     ratio->       0.81x][     ratio->            ][     ratio->       0.81x][     ratio->            ][     ratio->       0.84x]
                 randrw-4KiB[    107786.5    105884.0][    216105.2    212233.2][     53760.2     52825.7][    431145.8    423535.9][     54026.3     53058.3][    215040.6    211302.8][     60393.6     57411.2][      6723.2      6104.0]
                            [     ratio->       0.98x][     ratio->       0.98x][     ratio->       0.98x][     ratio->       0.98x][     ratio->       0.98x][     ratio->       0.98x][     ratio->       0.95x][     ratio->       0.91x]
              randrw-1024KiB[      1413.5      1368.7][    747757.6    725962.5][       683.3       659.8][   1447446.3   1401579.2][       730.2       709.0][    699688.7    675616.7][    257504.0    248288.0][   1753190.4   1872947.2]
                            [     ratio->       0.97x][     ratio->       0.97x][     ratio->       0.97x][     ratio->       0.97x][     ratio->       0.97x][     ratio->       0.97x][     ratio->       0.96x][     ratio->       1.07x]
                 write-16KiB[     45518.1     49955.5][         0.0         0.0][     45518.1     49955.5][    728288.7    799288.7][         0.0         0.0][    728288.7    799288.7][         0.0         0.0][     40046.4     43894.4]
                            [     ratio->       1.10x][     ratio->            ][     ratio->       1.10x][     ratio->       1.10x][     ratio->            ][     ratio->       1.10x][     ratio->            ][     ratio->       1.10x]
           randwrite-4096KiB[       228.8       235.1][         0.0         0.0][       228.8       235.1][    937359.3    963008.6][         0.0         0.0][    937359.3    963008.6][         0.0         0.0][   3546316.8   3964006.4]
                            [     ratio->       1.03x][     ratio->            ][     ratio->       1.03x][     ratio->       1.03x][     ratio->            ][     ratio->       1.03x][     ratio->            ][     ratio->       1.12x]
            randread-4096KiB[        94.2        93.4][    386045.1    382483.6][         0.0         0.0][    386045.1    382483.6][        94.2        93.4][         0.0         0.0][   8994201.6  10220544.0][         0.0         0.0]
                            [     ratio->       0.99x][     ratio->       0.99x][     ratio->            ][     ratio->       0.99x][     ratio->       0.99x][     ratio->            ][     ratio->       1.14x][     ratio->            ]
                read-4096KiB[        95.5        94.0][    391302.8    384951.7][         0.0         0.0][    391302.8    384951.7][        95.5        94.0][         0.0         0.0][   8304844.8   9990963.2][         0.0         0.0]
                            [     ratio->       0.98x][     ratio->       0.98x][     ratio->            ][     ratio->       0.98x][     ratio->       0.98x][     ratio->            ][     ratio->       1.20x][     ratio->            ]
               write-1024KiB[      1081.3      1059.7][         0.0         0.0][      1081.3      1059.7][   1107288.0   1085171.9][         0.0         0.0][   1107288.0   1085171.9][         0.0         0.0][   1103641.6   1120512.0]
                            [     ratio->       0.98x][     ratio->            ][     ratio->       0.98x][     ratio->       0.98x][     ratio->            ][     ratio->       0.98x][     ratio->            ][     ratio->       1.02x]
            randwrite-256KiB[      4196.3      4165.8][         0.0         0.0][      4196.3      4165.8][   1074262.3   1066457.6][         0.0         0.0][   1074262.3   1066457.6][         0.0         0.0][    293478.4    295014.4]
                            [     ratio->       0.99x][     ratio->            ][     ratio->       0.99x][     ratio->       0.99x][     ratio->            ][     ratio->       0.99x][     ratio->            ][     ratio->       1.01x]
                  read-16KiB[     58532.2     94358.1][    936514.4   1509728.9][         0.0         0.0][    936514.4   1509728.9][     58532.2     94358.1][         0.0         0.0][     13110.4     17790.4][         0.0         0.0]
                            [     ratio->       1.61x][     ratio->       1.61x][     ratio->            ][     ratio->       1.61x][     ratio->       1.61x][     ratio->            ][     ratio->       1.36x][     ratio->            ]
             randread-256KiB[      6658.7      8198.5][   1704618.8   2098814.3][         0.0         0.0][   1704618.8   2098814.3][      6658.7      8198.5][         0.0         0.0][    107539.2    130688.0][         0.0         0.0]
                            [     ratio->       1.23x][     ratio->       1.23x][     ratio->            ][     ratio->       1.23x][     ratio->       1.23x][     ratio->            ][     ratio->       1.22x][     ratio->            ]
           RATIO GEO_MEAN-->[       1.00x       1.05x][       1.00x       1.00x][       1.00x       1.05x][       1.00x       1.03x][       1.00x       1.05x][       1.00x       1.05x][       1.00x       1.03x][       1.00x       1.13x]
