                            [          readwrite_IOPS][             read_kB_sec][              write_IOPS][               rw_kB_sec][               read_IOPS][            write_kB_sec][        read_95th_lat_us][       write_95th_lat_us]
                            [    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1]
           randwrite-4096KiB[        28.5        28.7][         0.0         0.0][        28.5        28.7][    116857.6    117585.1][         0.0         0.0][    116857.6    117585.1][         0.0         0.0][  68909465.6  56372428.8]
                            [     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->            ][     ratio->       0.82x]
            randread-4096KiB[        50.6        44.2][    207355.6    180887.6][         0.0         0.0][    207355.6    180887.6][        50.6        44.2][         0.0         0.0][  39776256.0  39847526.4][         0.0         0.0]
                            [     ratio->       0.87x][     ratio->       0.87x][     ratio->            ][     ratio->       0.87x][     ratio->       0.87x][     ratio->            ][     ratio->       1.00x][     ratio->            ]
                read-4096KiB[       147.5       146.2][    604026.4    598706.7][         0.0         0.0][    604026.4    598706.7][       147.5       146.2][         0.0         0.0][  25913753.6  25699942.4][         0.0         0.0]
                            [     ratio->       0.99x][     ratio->       0.99x][     ratio->            ][     ratio->       0.99x][     ratio->       0.99x][     ratio->            ][     ratio->       0.99x][     ratio->            ]
              randrw-4096KiB[        36.0        33.5][     81384.1     77354.1][        16.1        14.7][    147500.8    137447.2][        19.9        18.9][     66116.7     60093.0][  49142988.8  46851686.4][  67606937.6  56016896.0]
                            [     ratio->       0.93x][     ratio->       0.95x][     ratio->       0.91x][     ratio->       0.93x][     ratio->       0.95x][     ratio->       0.91x][     ratio->       0.95x][     ratio->       0.83x]
                randrw-64KiB[       540.5       537.8][     18838.2     18698.8][       246.2       245.6][     34593.2     34418.4][       294.4       292.2][     15755.0     15719.7][  11137638.4  11668480.0][     80836.0      5376.8]
                            [     ratio->       1.00x][     ratio->       0.99x][     ratio->       1.00x][     ratio->       0.99x][     ratio->       0.99x][     ratio->       1.00x][     ratio->       1.05x][     ratio->       0.07x]
           randwrite-1024KiB[        97.7        97.1][         0.0         0.0][        97.7        97.1][    100039.5     99403.0][         0.0         0.0][    100039.5     99403.0][         0.0         0.0][  11257446.4  11325440.0]
                            [     ratio->       0.99x][     ratio->            ][     ratio->       0.99x][     ratio->       0.99x][     ratio->            ][     ratio->       0.99x][     ratio->            ][     ratio->       1.01x]
               write-1024KiB[      3339.3      3337.7][         0.0         0.0][      3339.3      3337.7][   3419433.8   3417741.7][         0.0         0.0][   3419433.8   3417741.7][         0.0         0.0][    308275.2    306611.2]
                            [     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ][     ratio->       0.99x]
               randrw-256KiB[       317.8       313.9][     44804.9     44218.5][       142.8       141.2][     81355.9     80363.1][       175.0       172.7][     36551.1     36144.7][  10901708.8  11222835.2][   3457024.0   3606937.6]
                            [     ratio->       0.99x][     ratio->       0.99x][     ratio->       0.99x][     ratio->       0.99x][     ratio->       0.99x][     ratio->       0.99x][     ratio->       1.03x][     ratio->       1.04x]
            randwrite-256KiB[       283.7       282.8][         0.0         0.0][       283.7       282.8][     72632.8     72405.8][         0.0         0.0][     72632.8     72405.8][         0.0         0.0][   4061388.8   4120371.2]
                            [     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ][     ratio->       1.01x]
                write-256KiB[     13304.3     13327.4][         0.0         0.0][     13304.3     13327.4][   3405893.9   3411815.1][         0.0         0.0][   3405893.9   3411815.1][         0.0         0.0][     79129.6     77324.8]
                            [     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ][     ratio->       0.98x]
            randread-1024KiB[       172.2       166.1][    176304.1    170046.6][         0.0         0.0][    176304.1    170046.6][       172.2       166.1][         0.0         0.0][  14948761.6  16203776.0][         0.0         0.0]
                            [     ratio->       0.96x][     ratio->       0.96x][     ratio->            ][     ratio->       0.96x][     ratio->       0.96x][     ratio->            ][     ratio->       1.08x][     ratio->            ]
             randwrite-64KiB[       591.1       590.2][         0.0         0.0][       591.1       590.2][     37832.0     37772.4][         0.0         0.0][     37832.0     37772.4][         0.0         0.0][   2128793.6   2170112.0]
                            [     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ][     ratio->       1.02x]
             randread-256KiB[       438.6       420.4][    112289.9    107611.3][         0.0         0.0][    112289.9    107611.3][       438.6       420.4][         0.0         0.0][   8684953.6   9187328.0][         0.0         0.0]
                            [     ratio->       0.96x][     ratio->       0.96x][     ratio->            ][     ratio->       0.96x][     ratio->       0.96x][     ratio->            ][     ratio->       1.06x][     ratio->            ]
               randread-4KiB[       879.0       820.6][      3515.9      3282.4][         0.0         0.0][      3515.9      3282.4][       879.0       820.6][         0.0         0.0][   4407705.6   4696576.0][         0.0         0.0]
                            [     ratio->       0.93x][     ratio->       0.93x][     ratio->            ][     ratio->       0.93x][     ratio->       0.93x][     ratio->            ][     ratio->       1.07x][     ratio->            ]
           RATIO GEO_MEAN-->[       1.00x       1.00x][       1.00x       0.80x][       1.00x       0.95x][       1.00x       1.05x][       1.00x       1.00x][       1.00x       0.95x][       1.00x       1.05x][       1.00x       1.01x]
