                            [          readwrite_IOPS][             read_kB_sec][              write_IOPS][               rw_kB_sec][               read_IOPS][            write_kB_sec][        read_95th_lat_us][       write_95th_lat_us]
                            [    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1]
                 write-64KiB[     15989.8     13310.5][         0.0         0.0][     15989.8     13310.5][   1023345.8    851873.1][         0.0         0.0][   1023345.8    851873.1][         0.0         0.0][    145913.6     98540.8]
                            [     ratio->       0.83x][     ratio->            ][     ratio->       0.83x][     ratio->       0.83x][     ratio->            ][     ratio->       0.83x][     ratio->            ][     ratio->       0.68x]
                 read-256KiB[      9218.5      9421.4][   2359940.2   2411867.2][         0.0         0.0][   2359940.2   2411867.2][      9218.5      9421.4][         0.0         0.0][    145292.8    128540.8][         0.0         0.0]
                            [     ratio->       1.02x][     ratio->       1.02x][     ratio->            ][     ratio->       1.02x][     ratio->       1.02x][     ratio->            ][     ratio->       0.88x][     ratio->            ]
                   read-4KiB[    134873.7    150800.6][    539495.0    603202.4][         0.0         0.0][    539495.0    603202.4][    134873.7    150800.6][         0.0         0.0][     10989.6     10012.0][         0.0         0.0]
                            [     ratio->       1.12x][     ratio->       1.12x][     ratio->            ][     ratio->       1.12x][     ratio->       1.12x][     ratio->            ][     ratio->       0.91x][     ratio->            ]
                read-1024KiB[      1870.1      2441.0][   1914951.2   2499591.3][         0.0         0.0][   1914951.2   2499591.3][      1870.1      2441.0][         0.0         0.0][    450739.2    461465.6][         0.0         0.0]
                            [     ratio->       1.31x][     ratio->       1.31x][     ratio->            ][     ratio->       1.31x][     ratio->       1.31x][     ratio->            ][     ratio->       1.02x][     ratio->            ]
             randwrite-16KiB[     58459.2     38865.8][         0.0         0.0][     58459.2     38865.8][    935346.9    621852.7][         0.0         0.0][    935346.9    621852.7][         0.0         0.0][     55753.6     42048.0]
                            [     ratio->       0.66x][     ratio->            ][     ratio->       0.66x][     ratio->       0.66x][     ratio->            ][     ratio->       0.66x][     ratio->            ][     ratio->       0.75x]
                 randrw-4KiB[    103606.8     88471.8][    207859.5    177252.8][     51641.9     44158.6][    414427.2    353887.2][     51964.9     44313.2][    206567.7    176634.4][     59987.2     58145.6][      7478.8     14447.6]
                            [     ratio->       0.85x][     ratio->       0.85x][     ratio->       0.86x][     ratio->       0.85x][     ratio->       0.85x][     ratio->       0.86x][     ratio->       0.97x][     ratio->       1.93x]
              randrw-1024KiB[      1414.6      1255.6][    749554.8    669771.9][       682.6       601.6][   1448578.9   1285763.5][       732.0       654.1][    699024.1    615991.6][    277792.0   1193472.0][   1828044.8   1128115.2]
                            [     ratio->       0.89x][     ratio->       0.89x][     ratio->       0.88x][     ratio->       0.89x][     ratio->       0.89x][     ratio->       0.88x][     ratio->       4.30x][     ratio->       0.62x]
                 write-16KiB[     48985.0     36577.0][         0.0         0.0][     48985.0     36577.0][    783760.3    585231.9][         0.0         0.0][    783760.3    585231.9][         0.0         0.0][     63683.2     37691.2]
                            [     ratio->       0.75x][     ratio->            ][     ratio->       0.75x][     ratio->       0.75x][     ratio->            ][     ratio->       0.75x][     ratio->            ][     ratio->       0.59x]
           randwrite-4096KiB[       269.0       255.1][         0.0         0.0][       269.0       255.1][   1101760.9   1044952.7][         0.0         0.0][   1101760.9   1044952.7][         0.0         0.0][   6572441.6   6615859.2]
                            [     ratio->       0.95x][     ratio->            ][     ratio->       0.95x][     ratio->       0.95x][     ratio->            ][     ratio->       0.95x][     ratio->            ][     ratio->       1.01x]
            randread-4096KiB[       508.6       522.9][   2083216.3   2141939.2][         0.0         0.0][   2083216.3   2141939.2][       508.6       522.9][         0.0         0.0][   3375923.2   3317350.4][         0.0         0.0]
                            [     ratio->       1.03x][     ratio->       1.03x][     ratio->            ][     ratio->       1.03x][     ratio->       1.03x][     ratio->            ][     ratio->       0.98x][     ratio->            ]
                read-4096KiB[       581.4       598.5][   2381272.1   2451695.0][         0.0         0.0][   2381272.1   2451695.0][       581.4       598.5][         0.0         0.0][   2965094.4   2889728.0][         0.0         0.0]
                            [     ratio->       1.03x][     ratio->       1.03x][     ratio->            ][     ratio->       1.03x][     ratio->       1.03x][     ratio->            ][     ratio->       0.97x][     ratio->            ]
               write-1024KiB[      1084.3      1005.0][         0.0         0.0][      1084.3      1005.0][   1110351.3   1029107.3][         0.0         0.0][   1110351.3   1029107.3][         0.0         0.0][   1095884.8   1240166.4]
                            [     ratio->       0.93x][     ratio->            ][     ratio->       0.93x][     ratio->       0.93x][     ratio->            ][     ratio->       0.93x][     ratio->            ][     ratio->       1.13x]
            randwrite-256KiB[      4284.1      3299.3][         0.0         0.0][      4284.1      3299.3][   1096724.0    844631.9][         0.0         0.0][   1096724.0    844631.9][         0.0         0.0][    289075.2    246131.2]
                            [     ratio->       0.77x][     ratio->            ][     ratio->       0.77x][     ratio->       0.77x][     ratio->            ][     ratio->       0.77x][     ratio->            ][     ratio->       0.85x]
                  read-16KiB[     82041.1     96546.6][   1312657.7   1544745.6][         0.0         0.0][   1312657.7   1544745.6][     82041.1     96546.6][         0.0         0.0][     19494.4     17168.0][         0.0         0.0]
                            [     ratio->       1.18x][     ratio->       1.18x][     ratio->            ][     ratio->       1.18x][     ratio->       1.18x][     ratio->            ][     ratio->       0.88x][     ratio->            ]
             randread-256KiB[      8889.8      8870.5][   2275803.6   2270854.0][         0.0         0.0][   2275803.6   2270854.0][      8889.8      8870.5][         0.0         0.0][    140326.4    140544.0][         0.0         0.0]
                            [     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ]
           RATIO GEO_MEAN-->[       1.00x       0.92x][       1.00x       0.94x][       1.00x       1.01x][       1.00x       0.83x][       1.00x       0.92x][       1.00x       1.01x][       1.00x       0.83x][       1.00x       1.10x]
