                            [          readwrite_IOPS][             read_kB_sec][              write_IOPS][               rw_kB_sec][               read_IOPS][            write_kB_sec][        read_95th_lat_us][       write_95th_lat_us]
                            [    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1]
                   read-4KiB[    134952.2    144549.6][    539808.9    578198.6][         0.0         0.0][    539808.9    578198.6][    134952.2    144549.6][         0.0         0.0][     10490.4     10372.8][         0.0         0.0]
                            [     ratio->       1.07x][     ratio->       1.07x][     ratio->            ][     ratio->       1.07x][     ratio->       1.07x][     ratio->            ][     ratio->       0.99x][     ratio->            ]
                read-1024KiB[      3130.6      4896.2][   3205768.7   5013724.3][         0.0         0.0][   3205768.7   5013724.3][      3130.6      4896.2][         0.0         0.0][    528716.8    386816.0][         0.0         0.0]
                            [     ratio->       1.56x][     ratio->       1.56x][     ratio->            ][     ratio->       1.56x][     ratio->       1.56x][     ratio->            ][     ratio->       0.73x][     ratio->            ]
             randwrite-16KiB[     58236.1     38858.6][         0.0         0.0][     58236.1     38858.6][    931777.7    621736.7][         0.0         0.0][    931777.7    621736.7][         0.0         0.0][     28126.4     36707.2]
                            [     ratio->       0.67x][     ratio->            ][     ratio->       0.67x][     ratio->       0.67x][     ratio->            ][     ratio->       0.67x][     ratio->            ][     ratio->       1.31x]
              randrw-1024KiB[      1391.2      1277.0][    735493.2    681121.6][       672.9       611.9][   1424580.8   1307677.1][       718.2       665.1][    689087.6    626555.5][    314252.8   1152000.0][   1816064.0   1083136.0]
                            [     ratio->       0.92x][     ratio->       0.93x][     ratio->       0.91x][     ratio->       0.92x][     ratio->       0.93x][     ratio->       0.91x][     ratio->       3.67x][     ratio->       0.60x]
                 randrw-4KiB[     84100.3     89255.0][    168429.6    178841.1][     41992.9     44544.7][    336401.2    357019.9][     42107.4     44710.3][    167971.5    178178.8][     54198.4     57110.4][      9272.0     13127.2]
                            [     ratio->       1.06x][     ratio->       1.06x][     ratio->       1.06x][     ratio->       1.06x][     ratio->       1.06x][     ratio->       1.06x][     ratio->       1.05x][     ratio->       1.42x]
                 write-16KiB[     44333.1     35193.1][         0.0         0.0][     44333.1     35193.1][    709329.5    563088.8][         0.0         0.0][    709329.5    563088.8][         0.0         0.0][     63942.4     40678.4]
                            [     ratio->       0.79x][     ratio->            ][     ratio->       0.79x][     ratio->       0.79x][     ratio->            ][     ratio->       0.79x][     ratio->            ][     ratio->       0.64x]
            randread-4096KiB[      1263.7      1467.2][   5176194.1   6009768.1][         0.0         0.0][   5176194.1   6009768.1][      1263.7      1467.2][         0.0         0.0][   1540198.4   2712012.8][         0.0         0.0]
                            [     ratio->       1.16x][     ratio->       1.16x][     ratio->            ][     ratio->       1.16x][     ratio->       1.16x][     ratio->            ][     ratio->       1.76x][     ratio->            ]
           randwrite-4096KiB[       267.4       250.8][         0.0         0.0][       267.4       250.8][   1095443.8   1027204.4][         0.0         0.0][   1095443.8   1027204.4][         0.0         0.0][   6500966.4   6917324.8]
                            [     ratio->       0.94x][     ratio->            ][     ratio->       0.94x][     ratio->       0.94x][     ratio->            ][     ratio->       0.94x][     ratio->            ][     ratio->       1.06x]
                read-4096KiB[       788.2      1074.8][   3228530.0   4402436.4][         0.0         0.0][   3228530.0   4402436.4][       788.2      1074.8][         0.0         0.0][   2623078.4   2307788.8][         0.0         0.0]
                            [     ratio->       1.36x][     ratio->       1.36x][     ratio->            ][     ratio->       1.36x][     ratio->       1.36x][     ratio->            ][     ratio->       0.88x][     ratio->            ]
               write-1024KiB[      1092.4      1028.4][         0.0         0.0][      1092.4      1028.4][   1118654.1   1053104.5][         0.0         0.0][   1118654.1   1053104.5][         0.0         0.0][   1096192.0   1256960.0]
                            [     ratio->       0.94x][     ratio->            ][     ratio->       0.94x][     ratio->       0.94x][     ratio->            ][     ratio->       0.94x][     ratio->            ][     ratio->       1.15x]
            randwrite-256KiB[      4138.6      3255.6][         0.0         0.0][      4138.6      3255.6][   1059496.7    833443.5][         0.0         0.0][   1059496.7    833443.5][         0.0         0.0][    297216.0    235340.8]
                            [     ratio->       0.79x][     ratio->            ][     ratio->       0.79x][     ratio->       0.79x][     ratio->            ][     ratio->       0.79x][     ratio->            ][     ratio->       0.79x]
                  read-16KiB[     87440.7    107164.9][   1399051.7   1714638.7][         0.0         0.0][   1399051.7   1714638.7][     87440.7    107164.9][         0.0         0.0][     18924.8     16056.4][         0.0         0.0]
                            [     ratio->       1.23x][     ratio->       1.23x][     ratio->            ][     ratio->       1.23x][     ratio->       1.23x][     ratio->            ][     ratio->       0.85x][     ratio->            ]
             randread-256KiB[     26606.4     26543.9][   6811241.4   6795240.2][         0.0         0.0][   6811241.4   6795240.2][     26606.4     26543.9][         0.0         0.0][    105145.6    119584.0][         0.0         0.0]
                            [     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.14x][     ratio->            ]
           RATIO GEO_MEAN-->[       1.00x       1.00x][       1.00x       0.94x][       1.00x       1.09x][       1.00x       0.90x][       1.00x       1.00x][       1.00x       1.09x][       1.00x       0.90x][       1.00x       1.19x]
