                            [          readwrite_IOPS][             read_kB_sec][              write_IOPS][               rw_kB_sec][               read_IOPS][            write_kB_sec][        read_95th_lat_us][       write_95th_lat_us]
                            [    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1]
           randwrite-4096KiB[       262.5       235.6][         0.0         0.0][       262.5       235.6][   1075090.0    964798.3][         0.0         0.0][   1075090.0    964798.3][         0.0         0.0][   6620774.4   7369728.0]
                            [     ratio->       0.90x][     ratio->            ][     ratio->       0.90x][     ratio->       0.90x][     ratio->            ][     ratio->       0.90x][     ratio->            ][     ratio->       1.11x]
            randread-4096KiB[       528.1       525.5][   2162986.0   2152368.6][         0.0         0.0][   2162986.0   2152368.6][       528.1       525.5][         0.0         0.0][   3216384.0   3247616.0][         0.0         0.0]
                            [     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.01x][     ratio->            ]
                read-4096KiB[       521.9       518.8][   2137850.6   2125138.6][         0.0         0.0][   2137850.6   2125138.6][       521.9       518.8][         0.0         0.0][   3156275.2   3231539.2][         0.0         0.0]
                            [     ratio->       0.99x][     ratio->       0.99x][     ratio->            ][     ratio->       0.99x][     ratio->       0.99x][     ratio->            ][     ratio->       1.02x][     ratio->            ]
              randrw-4096KiB[       341.2       299.2][    760641.3    674646.2][       155.5       134.5][   1397637.0   1225435.4][       185.7       164.7][    636995.7    550789.2][   4804812.8   6127206.4][   5682380.8   6015795.2]
                            [     ratio->       0.88x][     ratio->       0.89x][     ratio->       0.86x][     ratio->       0.88x][     ratio->       0.89x][     ratio->       0.86x][     ratio->       1.28x][     ratio->       1.06x]
                randrw-64KiB[     20765.2     18106.3][    662322.6    577349.1][     10416.4      9085.3][   1328971.8   1158806.1][     10348.8      9021.1][    666649.2    581457.1][    103251.2    132780.8][    106496.0     71158.4]
                            [     ratio->       0.87x][     ratio->       0.87x][     ratio->       0.87x][     ratio->       0.87x][     ratio->       0.87x][     ratio->       0.87x][     ratio->       1.29x][     ratio->       0.67x]
           randwrite-1024KiB[      1051.1       934.9][         0.0         0.0][      1051.1       934.9][   1076306.9    957353.4][         0.0         0.0][   1076306.9    957353.4][         0.0         0.0][   1382092.8   1420185.6]
                            [     ratio->       0.89x][     ratio->            ][     ratio->       0.89x][     ratio->       0.89x][     ratio->            ][     ratio->       0.89x][     ratio->            ][     ratio->       1.03x]
               write-1024KiB[      1021.2       939.5][         0.0         0.0][      1021.2       939.5][   1045687.5    962066.2][         0.0         0.0][   1045687.5    962066.2][         0.0         0.0][   1571891.2   1466982.4]
                            [     ratio->       0.92x][     ratio->            ][     ratio->       0.92x][     ratio->       0.92x][     ratio->            ][     ratio->       0.92x][     ratio->            ][     ratio->       0.93x]
               randrw-256KiB[      5303.7      4591.2][    681951.1    592610.8][      2639.9      2276.3][   1357764.2   1175358.8][      2663.9      2314.9][    675813.0    582748.0][    298060.8    425523.2][    334361.6    234227.2]
                            [     ratio->       0.87x][     ratio->       0.87x][     ratio->       0.86x][     ratio->       0.87x][     ratio->       0.87x][     ratio->       0.86x][     ratio->       1.43x][     ratio->       0.70x]
            randwrite-256KiB[         n/a      3720.5][         n/a         0.0][         n/a      3720.5][         n/a    952460.2][         n/a         0.0][         n/a    952460.2][         n/a         0.0][         n/a    347929.6]
                            [                        ][                        ][                        ][                        ][                        ][                        ][                        ][                        ]
                write-256KiB[      4142.8      3678.1][         0.0         0.0][      4142.8      3678.1][   1060553.6    941602.7][         0.0         0.0][   1060553.6    941602.7][         0.0         0.0][    462899.2    361139.2]
                            [     ratio->       0.89x][     ratio->            ][     ratio->       0.89x][     ratio->       0.89x][     ratio->            ][     ratio->       0.89x][     ratio->            ][     ratio->       0.78x]
                  read-16KiB[     82877.2     91812.4][   1326035.2   1468997.8][         0.0         0.0][   1326035.2   1468997.8][     82877.2     91812.4][         0.0         0.0][     18712.0     19388.8][         0.0         0.0]
                            [     ratio->       1.11x][     ratio->       1.11x][     ratio->            ][     ratio->       1.11x][     ratio->       1.11x][     ratio->            ][     ratio->       1.04x][     ratio->            ]
             randwrite-64KiB[     16868.5     15082.1][         0.0         0.0][     16868.5     15082.1][   1079585.7    965253.6][         0.0         0.0][   1079585.7    965253.6][         0.0         0.0][    148044.8     94860.8]
                            [     ratio->       0.89x][     ratio->            ][     ratio->       0.89x][     ratio->       0.89x][     ratio->            ][     ratio->       0.89x][     ratio->            ][     ratio->       0.64x]
             randread-256KiB[      8440.1      8433.6][   2160663.1   2158997.0][         0.0         0.0][   2160663.1   2158997.0][      8440.1      8433.6][         0.0         0.0][    175948.8    176153.6][         0.0         0.0]
                            [     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ]
               randread-4KiB[    117957.6    136517.9][    471830.5    546071.5][         0.0         0.0][    471830.5    546071.5][    117957.6    136517.9][         0.0         0.0][     10686.4     10708.0][         0.0         0.0]
                            [     ratio->       1.16x][     ratio->       1.16x][     ratio->            ][     ratio->       1.16x][     ratio->       1.16x][     ratio->            ][     ratio->       1.00x][     ratio->            ]
           RATIO GEO_MEAN-->[       1.00x       0.93x][       1.00x       0.91x][       1.00x       1.00x][       1.00x       0.86x][       1.00x       0.93x][       1.00x       1.00x][       1.00x       0.86x][       1.00x       1.08x]
