                            [          readwrite_IOPS][             read_kB_sec][              write_IOPS][               rw_kB_sec][               read_IOPS][            write_kB_sec][        read_95th_lat_us][       write_95th_lat_us]
                            [    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1]
                            [     ratio->       0.95x][     ratio->       0.95x][     ratio->       0.95x][     ratio->       0.95x][     ratio->       0.95x][     ratio->       0.95x][     ratio->       1.11x][     ratio->       2.56x]
              randrw-1024KiB[      1381.3      1291.3][    731205.0    688039.3][       667.2       619.4][   1414410.4   1322261.1][       714.1       671.9][    683205.5    634221.8][    293497.6   1117286.4][   1894604.8   1051750.4]
                            [     ratio->       0.93x][     ratio->       0.94x][     ratio->       0.93x][     ratio->       0.93x][     ratio->       0.94x][     ratio->       0.93x][     ratio->       3.81x][     ratio->       0.56x]
                 write-16KiB[     48446.2     35114.0][         0.0         0.0][     48446.2     35114.0][    775138.8    561823.7][         0.0         0.0][    775138.8    561823.7][         0.0         0.0][     63683.2     38363.2]
                            [     ratio->       0.72x][     ratio->            ][     ratio->       0.72x][     ratio->       0.72x][     ratio->            ][     ratio->       0.72x][     ratio->            ][     ratio->       0.60x]
           randwrite-4096KiB[       273.6       258.1][         0.0         0.0][       273.6       258.1][   1120622.4   1057159.9][         0.0         0.0][   1120622.4   1057159.9][         0.0         0.0][   2107084.8   2047334.4]
                            [     ratio->       0.94x][     ratio->            ][     ratio->       0.94x][     ratio->       0.94x][     ratio->            ][     ratio->       0.94x][     ratio->            ][     ratio->       0.97x]
            randread-4096KiB[       532.4       522.0][   2180524.5   2137947.8][         0.0         0.0][   2180524.5   2137947.8][       532.4       522.0][         0.0         0.0][   1022028.8   1318809.6][         0.0         0.0]
                            [     ratio->       0.98x][     ratio->       0.98x][     ratio->            ][     ratio->       0.98x][     ratio->       0.98x][     ratio->            ][     ratio->       1.29x][     ratio->            ]
                read-4096KiB[       544.3       602.9][   2229519.6   2469603.0][         0.0         0.0][   2229519.6   2469603.0][       544.3       602.9][         0.0         0.0][   1016371.2   1015219.2][         0.0         0.0]
                            [     ratio->       1.11x][     ratio->       1.11x][     ratio->            ][     ratio->       1.11x][     ratio->       1.11x][     ratio->            ][     ratio->       1.00x][     ratio->            ]
               write-1024KiB[      1069.6      1050.3][         0.0         0.0][      1069.6      1050.3][   1095280.6   1075487.8][         0.0         0.0][   1095280.6   1075487.8][         0.0         0.0][   1116723.2   1251430.4]
                            [     ratio->       0.98x][     ratio->            ][     ratio->       0.98x][     ratio->       0.98x][     ratio->            ][     ratio->       0.98x][     ratio->            ][     ratio->       1.12x]
            randwrite-256KiB[      4025.6      4077.2][         0.0         0.0][      4025.6      4077.2][   1030545.4   1043775.5][         0.0         0.0][   1030545.4   1043775.5][         0.0         0.0][    264396.8    286182.4]
                            [     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->            ][     ratio->       1.08x]
                  read-16KiB[     77195.6     84564.3][   1235130.0   1353028.4][         0.0         0.0][   1235130.0   1353028.4][     77195.6     84564.3][         0.0         0.0][     17629.6     14489.6][         0.0         0.0]
                            [     ratio->       1.10x][     ratio->       1.10x][     ratio->            ][     ratio->       1.10x][     ratio->       1.10x][     ratio->            ][     ratio->       0.82x][     ratio->            ]
             randread-256KiB[      7463.2      7581.6][   1910584.0   1940892.6][         0.0         0.0][   1910584.0   1940892.6][      7463.2      7581.6][         0.0         0.0][    116672.0    118297.6][         0.0         0.0]
                            [     ratio->       1.02x][     ratio->       1.02x][     ratio->            ][     ratio->       1.02x][     ratio->       1.02x][     ratio->            ][     ratio->       1.01x][     ratio->            ]
           RATIO GEO_MEAN-->[       1.00x       0.94x][       1.00x       0.98x][       1.00x       1.02x][       1.00x       0.88x][       1.00x       0.94x][       1.00x       1.02x][       1.00x       0.88x][       1.00x       1.18x]
