                            [          readwrite_IOPS][             read_kB_sec][              write_IOPS][               rw_kB_sec][               read_IOPS][            write_kB_sec][        read_95th_lat_us][       write_95th_lat_us]
                            [    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1]
                            [     ratio->       1.01x][     ratio->       1.01x][     ratio->       1.01x][     ratio->       1.01x][     ratio->       1.01x][     ratio->       1.01x][     ratio->       1.02x][     ratio->       1.30x]
                 write-16KiB[     42713.4     29211.6][         0.0         0.0][     42713.4     29211.6][    683414.2    467386.2][         0.0         0.0][    683414.2    467386.2][         0.0         0.0][     66299.2     54980.8]
                            [     ratio->       0.68x][     ratio->            ][     ratio->       0.68x][     ratio->       0.68x][     ratio->            ][     ratio->       0.68x][     ratio->            ][     ratio->       0.83x]
            randread-4096KiB[      1796.0      1861.2][   7356406.6   7623348.2][         0.0         0.0][   7356406.6   7623348.2][      1796.0      1861.2][         0.0         0.0][   1356595.2   1414144.0][         0.0         0.0]
                            [     ratio->       1.04x][     ratio->       1.04x][     ratio->            ][     ratio->       1.04x][     ratio->       1.04x][     ratio->            ][     ratio->       1.04x][     ratio->            ]
           randwrite-4096KiB[       267.3       243.1][         0.0         0.0][       267.3       243.1][   1094810.6    995681.1][         0.0         0.0][   1094810.6    995681.1][         0.0         0.0][   6968934.4   7667097.6]
                            [     ratio->       0.91x][     ratio->            ][     ratio->       0.91x][     ratio->       0.91x][     ratio->            ][     ratio->       0.91x][     ratio->            ][     ratio->       1.10x]
                read-4096KiB[      1131.4      1137.5][   4634287.1   4659151.8][         0.0         0.0][   4634287.1   4659151.8][      1131.4      1137.5][         0.0         0.0][   2239897.6   2301132.8][         0.0         0.0]
                            [     ratio->       1.01x][     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->       1.01x][     ratio->            ][     ratio->       1.03x][     ratio->            ]
               write-1024KiB[      1078.5      1021.0][         0.0         0.0][      1078.5      1021.0][   1104357.5   1045515.6][         0.0         0.0][   1104357.5   1045515.6][         0.0         0.0][   1111065.6   1260953.6]
                            [     ratio->       0.95x][     ratio->            ][     ratio->       0.95x][     ratio->       0.95x][     ratio->            ][     ratio->       0.95x][     ratio->            ][     ratio->       1.13x]
            randwrite-256KiB[      3486.3      3272.4][         0.0         0.0][      3486.3      3272.4][    892502.6    837736.6][         0.0         0.0][    892502.6    837736.6][         0.0         0.0][    390118.4    356569.6]
                            [     ratio->       0.94x][     ratio->            ][     ratio->       0.94x][     ratio->       0.94x][     ratio->            ][     ratio->       0.94x][     ratio->            ][     ratio->       0.91x]
                  read-16KiB[     91304.1    122085.9][   1460865.5   1953374.0][         0.0         0.0][   1460865.5   1953374.0][     91304.1    122085.9][         0.0         0.0][     18145.6     15488.8][         0.0         0.0]
                            [     ratio->       1.34x][     ratio->       1.34x][     ratio->            ][     ratio->       1.34x][     ratio->       1.34x][     ratio->            ][     ratio->       0.85x][     ratio->            ]
             randread-256KiB[     26712.9     27655.0][   6838492.9   7079688.3][         0.0         0.0][   6838492.9   7079688.3][     26712.9     27655.0][         0.0         0.0][    118713.6    121318.4][         0.0         0.0]
                            [     ratio->       1.04x][     ratio->       1.04x][     ratio->            ][     ratio->       1.04x][     ratio->       1.04x][     ratio->            ][     ratio->       1.02x][     ratio->            ]
           RATIO GEO_MEAN-->[       1.00x       0.96x][       1.00x       0.96x][       1.00x       1.01x][       1.00x       0.89x][       1.00x       0.96x][       1.00x       1.01x][       1.00x       0.89x][       1.00x       1.06x]
