                            [          readwrite_IOPS][             read_kB_sec][              write_IOPS][               rw_kB_sec][               read_IOPS][            write_kB_sec][        read_95th_lat_us][       write_95th_lat_us]
                            [    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1][    result_0    result_1]
                            [     ratio->       1.00x][     ratio->       1.00x][     ratio->       1.00x][     ratio->       1.00x][     ratio->       1.00x][     ratio->       1.00x][     ratio->       1.02x][     ratio->       1.00x]
                randrw-64KiB[     24278.5     26845.6][    774905.9    855689.9][     12170.6     13475.4][   1553824.6   1718116.3][     12107.9     13370.2][    778918.6    862426.5][     54252.8     50377.6][     59952.0     61782.4]
                            [     ratio->       1.11x][     ratio->       1.10x][     ratio->       1.11x][     ratio->       1.11x][     ratio->       1.10x][     ratio->       1.11x][     ratio->       0.93x][     ratio->       1.03x]
           randwrite-1024KiB[      1001.7      1012.6][         0.0         0.0][      1001.7      1012.6][   1025750.2   1036936.4][         0.0         0.0][   1025750.2   1036936.4][         0.0         0.0][   1282355.2   1270067.2]
                            [     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->       1.01x][     ratio->            ][     ratio->       1.01x][     ratio->            ][     ratio->       0.99x]
               write-1024KiB[      1107.5      1091.2][         0.0         0.0][      1107.5      1091.2][   1134088.5   1117393.3][         0.0         0.0][   1134088.5   1117393.3][         0.0         0.0][   1017190.4   1083827.2]
                            [     ratio->       0.99x][     ratio->            ][     ratio->       0.99x][     ratio->       0.99x][     ratio->            ][     ratio->       0.99x][     ratio->            ][     ratio->       1.07x]
               randrw-256KiB[      7492.8      7398.9][    949191.4    938610.5][      3785.0      3732.5][   1918141.1   1894130.7][      3707.8      3666.4][    968949.7    955520.3][    163686.4    167270.4][    209203.2    215577.6]
                            [     ratio->       0.99x][     ratio->       0.99x][     ratio->       0.99x][     ratio->       0.99x][     ratio->       0.99x][     ratio->       0.99x][     ratio->       1.02x][     ratio->       1.03x]
            randwrite-256KiB[         n/a      4050.2][         n/a         0.0][         n/a      4050.2][         n/a   1036841.3][         n/a         0.0][         n/a   1036841.3][         n/a         0.0][         n/a    305292.8]
                            [                        ][                        ][                        ][                        ][                        ][                        ][                        ][                        ]
                write-256KiB[      4153.8      4073.0][         0.0         0.0][      4153.8      4073.0][   1063362.8   1042682.0][         0.0         0.0][   1063362.8   1042682.0][         0.0         0.0][    387584.0    384563.2]
                            [     ratio->       0.98x][     ratio->            ][     ratio->       0.98x][     ratio->       0.98x][     ratio->            ][     ratio->       0.98x][     ratio->            ][     ratio->       0.99x]
            randread-1024KiB[      1121.8      1121.7][   1148653.6   1148651.2][         0.0         0.0][   1148653.6   1148651.2][      1121.8      1121.7][         0.0         0.0][    921600.0    921600.0][         0.0         0.0]
                            [     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ]
                  read-16KiB[     55434.9     58143.0][    886958.2    930287.6][         0.0         0.0][    886958.2    930287.6][     55434.9     58143.0][         0.0         0.0][     24144.0     23252.8][         0.0         0.0]
                            [     ratio->       1.05x][     ratio->       1.05x][     ratio->            ][     ratio->       1.05x][     ratio->       1.05x][     ratio->            ][     ratio->       0.96x][     ratio->            ]
             randwrite-64KiB[     14819.9     15501.0][         0.0         0.0][     14819.9     15501.0][    948474.5    992062.9][         0.0         0.0][    948474.5    992062.9][         0.0         0.0][    101705.6     99859.2]
                            [     ratio->       1.05x][     ratio->            ][     ratio->       1.05x][     ratio->       1.05x][     ratio->            ][     ratio->       1.05x][     ratio->            ][     ratio->       0.98x]
             randread-256KiB[      4486.2      4486.1][   1148464.8   1148431.6][         0.0         0.0][   1148464.8   1148431.6][      4486.2      4486.1][         0.0         0.0][    232448.0    232448.0][         0.0         0.0]
                            [     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->       1.00x][     ratio->            ][     ratio->       1.00x][     ratio->            ]
               randread-4KiB[     66264.1     75741.1][    265056.5    302964.5][         0.0         0.0][    265056.5    302964.5][     66264.1     75741.1][         0.0         0.0][     20160.0     16960.0][         0.0         0.0]
                            [     ratio->       1.14x][     ratio->       1.14x][     ratio->            ][     ratio->       1.14x][     ratio->       1.14x][     ratio->            ][     ratio->       0.84x][     ratio->            ]
           RATIO GEO_MEAN-->[       1.00x       1.02x][       1.00x       0.98x][       1.00x       1.04x][       1.00x       1.02x][       1.00x       1.02x][       1.00x       1.04x][       1.00x       1.02x][       1.00x       0.96x]
